East,North,-101_count
558181.311316513,6122221.710738762,20.0
558182.3298693023,6122190.30615287,4.0
558186.2117082839,6122181.016623099,24.0
558203.1117812006,6122182.512146829,4.0
558194.8829767882,6122176.460194099,12.0
558246.7003692975,6122192.849610711,4.0
558211.709937893,6122188.144397725,24.0
558227.9966848793,6122199.397005388,8.0
558251.8500711563,6122184.001359297,4.0
558238.0235011814,6122197.830432396,24.0
558222.2176359458,6122177.668195804,4.0
558212.2130741448,6122177.536829607,4.0
558202.2140846244,6122176.980992194,20.0
558232.7072672452,6122177.805955516,32.0
558192.0276204103,6122176.8472837005,8.0
558171.5773492822,6122177.852622822,12.0
558181.8355855544,6122177.138092418,12.0
558161.4292470855,6122179.417755371,4.0
558144.0812438214,6122188.955254472,4.0
558150.215149231,6122197.52703696,20.0
558183.0968854104,6122224.281572258,12.0
558166.6560669728,6122210.904273694,16.0
558174.7524373494,6122217.803570994,24.0
558158.6258729975,6122203.581292917,20.0
558191.617636509,6122231.186470698,12.0
558207.8102000218,6122244.98517283,36.0
558199.5376045443,6122237.6589326635,16.0
558216.2646661337,6122252.313817145,16.0
558223.6388669407,6122258.779157466,20.0
558231.3106333478,6122265.672985869,80.0
558246.6540943412,6122279.460683144,8.0
558265.7030656601,6122283.532088193,4.0
558238.9217434041,6122272.566031292,12.0
558255.6381098612,6122283.3998256605,4.0
557998.2171126802,6121916.595917387,24.0
558262.9457586234,6122114.94272695,0.0
558262.3161539278,6122158.240290079,0.0
558262.1403259721,6122190.080508237,0.0
558262.2191470695,6122179.467367617,0.0
558262.0064492259,6122200.268358487,0.0
558261.6644754484,6122272.440269746,0.0
558261.7731251951,6122282.631308289,0.0
558262.0030379473,6122292.823940561,0.0
558262.1713143706,6122344.623343416,0.0
558262.354212871,6122303.018166575,0.0
558261.9105895472,6122355.234096196,0.0
558261.716074761,6122365.421152052,0.0
558261.7514616246,6122385.800841722,0.0
558261.544763794,6122438.444458589,0.0
558261.5937962452,6122407.027129408,0.0
558261.6786501871,6122428.256604886,0.0
558261.0951009594,6122458.817776111,0.0
558260.9612145331,6122469.005630277,0.0
558227.5284320263,6122493.615854133,0.0
558258.3400495455,6122488.501277364,0.0
558054.7258495343,6122371.621727402,0.0
558059.2897106309,6122222.233995675,0.0
558056.8447088215,6122200.549077226,0.0
558053.7271510094,6122179.279921628,0.0
558050.4165423969,6122158.85737518,0.0
558046.8744783436,6122137.582668968,0.0
558042.9463415497,6122118.001179223,0.0
558048.7915425707,6122148.646500118,0.0
558045.001366187,6122127.793114268,0.0
558047.2983385264,6122091.31045751,0.0
558040.8306725111,6122108.208451595,0.0
558058.4056372609,6122090.606754174,0.0
558090.4208551747,6122091.026090877,0.0
558079.5065765165,6122090.883109209,0.0
558132.0770170453,6122091.572051221,0.0
558238.1002277978,6122090.415993137,0.0
558255.4756695281,6122157.3012724435,0.0
558255.3968659092,6122167.914412743,0.0
558255.039185516,6122199.752241281,0.0
558254.6501973746,6122220.126349075,0.0
558253.2380095168,6122262.989068906,0.0
558253.4810734835,6122295.2593622655,0.0
558253.1354544917,6122284.640643388,0.0
558253.8873219454,6122305.878878024,0.0
558243.5631921751,6122487.033413653,0.0
558233.5154983943,6122448.69037225,0.0
558233.7392406251,6122427.0403856225,0.0
558224.374442209,6122091.933994473,0.0
558222.1115032854,6122111.85892402,0.0
558224.6826050435,6122133.121034326,0.0
558221.8152067186,6122365.32154183,0.0
558221.5545780862,6122375.932296688,0.0
558220.6465970516,6122440.454575693,0.0
558207.1806095104,6122482.309899602,0.0
558206.5979636203,6122471.263503942,0.0
558209.130797282,6122375.34459197,0.0
558212.4496504435,6122104.089856026,0.0
558201.2894586653,6122205.839406911,0.0
558199.8570884141,6122277.996990369,0.0
558199.7233508157,6122288.184842868,0.0
558199.5896130669,6122298.37269553,0.0
558199.4558751677,6122308.56054834,0.0
558199.0241358228,6122359.927492222,0.0
558198.1271933311,6122465.208355143,0.0
558192.7549061093,6122297.009279336,0.0
558193.761409136,6122155.641694093,0.0
558193.4661147998,6122178.139864865,0.0
558193.5559140003,6122166.677736663,0.0
558180.6391694152,6122138.911372597,0.0
558180.4639316092,6122170.751589439,0.0
558179.8822467598,6122191.972301475,0.0
558180.0821384236,6122181.360751898,0.0
558179.3307834389,6122233.9971901905,0.0
558167.4462811492,6122400.271504598,0.0
558167.4642575294,6122389.657565023,0.0
558168.1963895658,6122315.367947462,0.0
558169.7454010161,6122151.080874547,0.0
558170.163096043,6122119.243840697,0.0
558151.9768039987,6122423.8443181375,0.0
558153.4497671677,6122205.211665687,0.0
558153.3767726441,6122215.400313164,0.0
558137.6198831983,6122154.480611588,0.0
558136.2141205051,6122414.297113655,0.0
558126.2090107811,6122247.735699467,0.0
558126.9225340933,6122184.060030316,0.0
558126.9400789456,6122131.838545473,0.0
558126.6737863955,6122101.266247655,0.0
558127.0736423068,6122121.6506940825,0.0
558114.2542236025,6122104.924546692,0.0
558114.681505053,6122262.019856265,0.0
558115.0932560966,6122230.607308539,0.0
558106.3983054443,6122204.59477104,0.0
558106.6320206326,6122140.488253393,0.0
558106.7711009337,6122129.87590774,0.0
558095.5331441322,6122117.416208299,0.0
558105.286410438,6122099.712213294,0.0
558095.5759944324,6122128.03093743,0.0
558085.0929498798,6122307.909892351,0.0
558085.9476474419,6122210.270731309,0.0
558086.2434817558,6122178.432101905,0.0
558086.2556860578,6122168.242660459,0.0
558086.2201540413,6122189.470531241,0.0
558086.0497577485,6122137.6711595785,0.0
558077.3139264409,6122128.640820904,0.0
558077.285064324,6122140.10374321,0.0
558077.8371094048,6122181.293944175,0.0
558077.8500616103,6122212.712051267,0.0
558077.9247078047,6122234.790499548,0.0
558077.8518850644,6122244.979147615,0.0
558077.6577966262,6122255.166207315,0.0
558064.3723409268,6122463.879061683,0.0
558047.2584419614,6122103.6223666,0.0
558100.7732853073,6122087.7652033735,0.0
558111.5663021209,6122087.906647931,0.0
558174.8128332668,6122097.651937538,0.0
558189.6608452895,6122112.282052509,0.0
558265.5624189068,6122266.54755497,0.0
558257.3178474033,6122257.098736958,0.0
558231.6458540394,6122272.4704615995,0.0
558214.1286605713,6122271.815853106,0.0
558178.9340045957,6122273.476709562,0.0
558178.2751818524,6122254.362551425,0.0
558181.0261466072,6122211.0928234225,0.0
558181.0992044003,6122200.9041760685,0.0
558215.7389440986,6122190.744699966,0.0
558218.4667721346,6122195.450754944,0.0
558251.640284379,6122186.1214382155,0.0
558242.8770008591,6122179.213238778,0.0
558151.6833176508,6122182.6864532195,0.0
558143.9104769287,6122188.103881332,0.0
